,country,x0,start,end,kappa,alpha,beta,error
0,230,0.34734289700795384,1992,2013,0.0963064840701959,-0.5164844285339396,-0.9999809336630752,0.0412669955219129
0,10,0.04815837452249161,1961,2013,0.010118763462759145,0.7289229096283139,0.5184256668813623,0.0041029291406408964
0,119,0.4200216410912049,1992,2013,0.9999999992511724,-0.9999999731410194,0.05588219757352286,0.029496292504621668
0,226,0.08391319751203863,1961,2013,0.557838353074053,-0.4915502701770398,-0.9999997346110436,0.06121915930806695
0,158,0.0047839921184111844,1982,2013,0.06551036604171019,0.9994857667017844,0.8416259056665885,0.09761516422477896
0,26,0.005394665813477806,1973,2013,0.955954031182304,-0.4501171780155373,-0.9999999899381316,0.13460446370819612
0,197,0.2559844123338021,1961,2013,0.024759644251583085,0.9999854944333288,-0.9999985396650459,0.056392183140738
0,251,0.25226579309705155,1961,2013,0.010000009446428454,0.1870717872935248,-0.9999959179830016,0.028409693399744168
0,181,0.2917190290833158,1961,2013,0.01230288742547948,0.9881716948882956,-0.9999947278528882,0.04869034598736915
0,67,0.4405075414913613,1961,2013,0.11183781089399973,-0.7600081801162359,-0.5880330798937959,0.03338749294000529
0,210,0.2920701304656356,1961,2013,0.21695664208035895,-0.7651927118431879,-0.5598416122280548,0.0203517695720101
0,115,0.7417269910988837,1961,2013,0.12107791546680595,-0.7398817325453685,-0.9999999742782496,0.02936217304732248
0,103,0.5031038673620066,1961,2013,0.08931137714340208,-0.9999998451887137,0.6922918287580315,0.05757537958995425
0,154,0.3186408018198505,1992,2013,0.3513787315170041,-0.2439687337399977,-0.9997839805848238,0.17749631660167167
0,25,0.0032146324612538635,1984,2013,0.9999996463389921,-0.1821010063782268,-0.999999641343255,0.10602711602211552
0,72,0.11156381083539292,1961,2013,0.018403990649245826,0.9999704622257743,-0.6636427334248777,0.046573564840063086
0,9,0.1104692720099638,1961,2013,0.01435859829798629,-0.7857112635801186,-0.9999832602908236,0.005727028128359168
0,244,0.2504278533633333,1961,2013,0.011961168304211085,-0.9993556118269176,-0.9996321477008928,0.05212326167163471
0,213,0.061138803008881186,1992,2013,0.7649299648881089,-0.9999999036900128,0.02496580297547002,0.004273085822659035
0,33,0.26517192954002056,1961,2013,0.2734216590890133,-0.8428811860467331,-0.26670135305281617,0.010879125168434074
0,141,0.01522415628740792,1961,2013,0.042487217068697285,-0.0841215017090493,-0.6482615793768349,0.002607479295352993
0,48,0.36734420450090605,1961,2013,0.010003304197316631,-0.06481973162606447,-0.9999892438473396,0.035832340430888406
0,100,0.6122851299744415,1961,2013,0.010008780544719795,-0.3327357670666491,-0.9999972909101958,0.04070124630054666
0,229,0.06723104655682399,1961,2013,0.06049333971599494,-0.2504576280269295,-0.9999995981599332,0.008901084290892328
0,157,0.14575112500610832,1961,2013,0.19748745642444493,-0.3323660973502461,-0.9999999613131886,0.04080797201484744
0,209,0.0008096849506566973,1984,2013,0.4985160200613676,-0.06366308728617777,-0.999993598502342,0.071069873880503
0,120,0.4874291327170666,1961,2013,0.010000018218688969,0.05055181356075833,-0.9999990484345036,0.05063074240850386
0,91,0.017509758707115908,1973,2013,0.4266243144998303,-0.4158846203588027,-0.9999991081632976,0.11044153971497364
0,198,0.2833529392903085,1992,2013,0.9999999821208502,-0.9816946747675434,-0.02745403451691042,0.02239878914975318
0,68,0.4400724705575987,1961,2013,0.3612754183274608,-0.9999983809980414,0.06769522397608574,0.011577835478617158
0,136,0.03830426377479701,1961,2013,0.026017273823203048,0.999858686504679,-0.9999978377297236,0.01801512429078377
0,44,0.17107797864811036,1961,2013,0.010001584414777678,-0.5828872038474812,0.29288677290504506,0.0071993627372361315
0,233,0.5932586868714256,1961,2013,0.035272082463014484,-0.8701232815476129,-0.9999996855500906,0.02950216867960233
0,225,0.07341485149977522,1980,2013,0.01964994563425193,0.9990779818959012,-0.2836920070146669,0.01907066897008521
0,272,0.4037524108453423,2005,2013,0.03625792321712392,-0.9994716677051141,0.9769385535507656,0.01781909061033844
0,52,0.46348598251738,1992,2013,0.17700181113625152,-0.7655734242147197,-0.9999989298190324,0.04851298630070145
0,273,0.2372833412749529,2005,2013,0.02041356975925553,-0.999974661901008,0.7144888045774735,0.007749059774342145
0,53,0.806567782253955,1961,2013,0.9979173048435024,-0.9999764996140144,-0.9973467112749894,2571241.4589251084
0,12,0.20705032625814168,1961,2013,0.6359016711810499,-0.823804211085984,-0.19611758624496836,0.03564525732054676
0,137,0.37005471205495066,1961,2013,0.246777815848908,-0.9999999993786588,0.20785601044403013,0.029705997029910943
0,4,0.42663296092086944,1961,2013,0.11227969067208177,-0.6241973036989883,-0.9999996382812562,0.02278783674938375
0,249,0.4006187162295152,1972,2013,0.33450898751102226,-0.7968516543608091,-0.42719897371180426,0.013020439863088923
0,176,0.08020363162842781,1961,2013,0.07075315335957008,0.999984404054118,-0.9999993361486376,0.13314653449085576
0,199,0.4080342128722197,1992,2013,0.9999996336793406,-0.9999999991935342,0.1842267579655952,0.03367635717852397
0,90,0.018759631027786328,1978,2013,0.5363961559396768,-0.1756921730353277,-0.9999999553015192,0.09117953060642414
0,121,0.3207454993930341,1988,2013,0.9999999615969632,-0.9999999979426952,0.018416065030450342,0.017963036176990903
0,208,0.20895519740421584,1992,2013,0.4897742553322514,-0.5129353697257653,-0.9999992645715204,0.11969760218017872
0,28,0.7018058766623649,1961,2013,0.05868687755543955,-0.8646549994562559,-0.9999990480357068,0.035953302914842375
0,156,0.1474121064994115,1991,2013,0.999995318839434,-0.9325441570586878,-0.060577973116877286,0.010432279173717916
0,101,0.6411843605622921,1984,2013,0.9999997398733149,-0.8958031401295772,-0.16258951873334315,0.05416501167847338
0,117,0.8999989523273383,1961,2013,0.5730213567205945,-0.9999999959896232,-0.04123492406627971,0.0354951848833473
0,49,0.4344682923039471,1961,2013,0.2210764807542444,-0.5492469283601361,-0.9999995005859292,0.060127054770337876
0,32,0.3788017999627836,1961,2013,0.011525471534047508,-0.13268347103563216,0.7606365602338314,0.023906128694257785
0,183,0.7427640465443381,1961,2013,0.21468627539373886,-0.9999998830610406,-0.2943944836708305,0.059556336941255214
0,73,0.3699075519794501,1992,2013,0.19528314549981696,-0.9999998805073946,0.3466548216508429,0.04991591133009705
0,195,0.0018573204928369336,1968,2013,0.999999102712298,-0.26586305300063184,-0.9999995381359792,0.11751996846690275
0,126,0.5830540201831265,1992,2013,0.999999630357456,-0.999999998077336,0.007199643425608305,0.0992291121093793
0,97,0.4866624027499238,1961,2013,0.2334367217062369,-0.9225414566581842,0.004597540248096221,0.02590113140800827
0,171,0.6127723239542189,1994,2013,0.010425722572645391,-0.16643393340501,0.15814726136065205,0.012016196353947885
0,81,0.3821514396660656,1961,2013,0.05269168602467599,0.9999996053948172,-0.9999955279177756,0.10973122083116063
0,3,0.7831930306831254,1961,2013,0.3643317848628985,-0.8374117324808951,-0.712695924947899,0.048150799606532686
0,167,0.333866326369355,1992,2013,0.023785930549148328,0.11617762462704295,-0.9139139023081992,0.011854079003005152
0,188,0.7227129705041422,1981,2013,0.9999999049825712,-0.9999999796796047,-0.0963225542078423,0.21303255396786866
0,39,0.010524479637056829,1992,2013,0.2730217351396355,0.08645538357196014,-0.9957389765402032,0.017399977774798417
0,130,0.7001549372840861,1961,2013,0.9999894289975648,-0.7178062511936079,-0.5953750716884666,0.07297947898968361
0,235,0.16997374224904405,1992,2013,0.9999974264899976,-0.7563351166259373,-0.9999574191183708,0.007746694432976898
0,223,0.36523872751728703,1961,2013,0.02791091899819893,-0.933955115440436,-0.7819182669026981,0.011903669183018974
0,54,0.30885972056583555,1961,2013,0.07211091771273348,-0.9999994253318056,-0.573285440847206,0.020770551737019558
0,23,0.6146516536779363,1961,2013,0.20212412283053666,-0.9999999515567322,0.2243784585007984,0.0571973681747871
0,203,0.4675974284774285,1961,2013,0.13070884519014622,-0.9999997629506551,0.08648490469584003,0.020295791518775155
0,74,0.37605639118222944,1961,2013,0.8519571124822072,-0.7923505194909622,-0.1677671457150176,0.13190840143410826
0,184,0.9482838611524644,1961,2013,0.9999992501167588,-0.8298861211227231,-0.9999999999226508,2.6302858615318305
0,215,0.0016594008438538532,1976,2013,0.5731099084798553,-0.362229376831835,-0.999999882056365,0.05574355956065046
0,35,-19.833977836285587,1961,2013,0.01,-1.0,-1.0,1.948872247291293e+17
0,147,0.006005519629202483,1961,2013,0.060621432347021935,0.9827094564955527,-0.9994570930467652,0.05369011668609504
0,110,0.5647959492132144,1961,2013,0.3387783871407613,-0.9630390314020176,-0.011570815284935976,0.02136399248002076
0,19,0.12233617785612184,1961,2013,0.010029841737924042,0.02241100942316421,-0.5855424473772233,0.008790219506602982
0,106,0.4190397517054553,1961,2013,0.42462188490106334,-0.9212105339874562,-0.0884083130388924,0.013069500448686324
0,58,0.3612518423860172,1961,2013,0.043464301357552464,-0.9624558678482448,0.8133401562853649,0.031631323649681194
0,59,0.5206381225073834,1961,2013,0.21619872603615992,-0.8726083146802628,-0.44923625467508976,0.037267526695558016
0,150,0.21331108698549794,1961,2013,0.470604352006171,-0.8569615736401348,-0.2610529365689397,0.012768558130702549
0,107,0.485918784450696,1961,2013,0.12930914925686784,-0.9999999570558724,0.42910122124811934,0.03406339097189672
0,238,0.5170832680118783,1992,2013,0.08762751967740902,-0.415161374856169,-0.9953898552530324,0.03316727074766298
0,146,0.4619051327076784,1992,2013,0.24650728492918916,-0.6130661238618388,-0.999991413923131,0.07246775200622763
0,63,0.5253581618912793,1992,2013,0.9456844074624638,-0.9999999954851876,0.027989957236537855,0.05267758937760597
0,185,0.25424884326952857,1992,2013,0.08005534691782118,-0.6200409964880135,-0.9999620067059288,0.0190650462414394
0,255,0.13431754171239918,2001,2013,0.030810230536947737,-0.9999775492749464,-0.9577389197605246,0.00618167936353228
0,75,-22.18521598946581,1961,2013,0.10528954101964548,-0.9999998750283547,-0.9999999511776668,0.5891406477949489
0,193,0.28233189829658045,1961,2013,0.010002117076089116,-0.3670340527575268,-0.9999999991260572,0.04717522685492728
0,202,0.07137126990474663,1961,2013,0.08270319813236959,-0.34445938626329303,-0.9999988075632168,0.011039742051615013
0,222,0.5647946255251031,1961,2013,0.14536140387564092,-0.9999998240246594,0.33908198122673183,0.051323921786846964
0,234,0.11939292704481985,1961,2013,0.010021150354677202,-0.35926919973485383,-0.1719393980704217,0.01351238494824898
0,14,0.4411806685817604,1961,2013,0.40835263029403657,-0.9999415568954269,0.14484499215594604,0.02662526359868324
0,131,0.5640817388311283,1961,2013,0.20556574172939146,-0.7618797800174423,-0.9999993171528292,0.060451954543654825
0,38,0.6119639971084597,1961,2013,0.16937194903975705,-0.7137572146754881,-0.9999994072328452,0.03430035275233416
0,2,0.12106039550210668,1984,2013,0.2139962908523234,-0.4980372471525798,-0.7059590867003561,0.009288871490770184
0,166,0.2610092903192782,1961,2013,0.5606840227390497,-0.7667642551693653,-0.4693319559334375,0.026169699250275104
0,80,0.5339529931025697,1992,2013,0.9999990969953964,-0.9999999892645448,-0.01660109181139524,0.02483985856006128
0,170,0.2758257029976122,1961,2013,0.26717309197701306,-0.5842324677227867,-0.9999999440876162,0.031052433691835468
0,79,0.2560073087400504,1970,2013,0.19846402029296564,-0.9994296307053492,0.10062093067252588,0.009914980831634246
