Unnamed: 0,kappa(% change),beta(% change),alpha(% change),peak land(billion hectares),f,scenario,peak year
0,-40,0,-60,5.626023251869111,0.8,SSP2,2055.0
0,40,0,80,3.3295870128626355,0.2,SSP2,2012.0
0,0,-60,20,5.601466439419936,0.8,SSP2,2084.0
0,30,0,-80,5.18234576832587,0.2,SSP2,2026.0
0,-60,0,-80,4.576305219559174,0.2,SSP2,2034.0
0,0,-60,30,5.524249279951716,0.8,SSP2,2084.0
0,0,50,-70,4.413116918282374,0.2,SSP2,2031.0
0,0,90,30,3.3295870128626355,0.8,SSP2,2012.0
0,0,0,-90,5.175219924810754,0.2,SSP2,2029.0
0,0,-10,80,3.3295870128626355,0.2,SSP2,2012.0
0,-40,90,0,3.3295870128626355,0.2,SSP2,2012.0
0,0,60,-90,5.1113765187897995,0.8,SSP2,2059.0
0,-60,-60,0,5.730140637002108,0.8,SSP2,2089.0
0,-90,0,-20,3.5063452270160385,0.2,SSP2,2028.0
0,-20,0,30,4.205172550735827,0.8,SSP2,2074.0
0,-50,80,0,3.4393559598813934,0.8,SSP2,2031.0
0,0,-10,90,3.3295870128626355,0.2,SSP2,2012.0
0,10,0,-60,5.652356830711019,0.8,SSP2,2056.0
0,-90,50,0,3.3295870128626355,0.2,SSP2,2012.0
0,-10,0,-40,5.300306046643968,0.8,SSP2,2050.0
0,-80,40,0,3.799291147246837,0.8,SSP2,2059.0
0,50,-30,0,4.274829662550792,0.2,SSP2,2025.0
0,10,0,-100,5.285720639725488,0.2,SSP2,2026.0
0,-100,-100,0,4.131317331288343,0.8,SSP2,2081.0
0,20,-100,0,4.6530777618092545,0.2,SSP2,2020.0
0,-30,0,-100,5.057307769971307,0.2,SSP2,2031.0
0,-60,0,100,3.3877251055512034,0.8,SSP2,2081.0
0,0,-50,100,4.797906760464096,0.8,SSP2,2085.0
0,0,80,-40,4.156120107657164,0.8,SSP2,2063.0
0,0,30,90,3.3295870128626355,0.8,SSP2,2012.0
0,0,-90,0,4.6218444342439104,0.2,SSP2,2022.0
0,60,0,10,4.467630616449657,0.8,SSP2,2063.0
0,-60,0,80,3.3295870128626355,0.2,SSP2,2012.0
0,-100,0,-90,4.131317331288343,0.8,SSP2,2081.0
0,70,0,70,3.9152214878643687,0.8,SSP2,2071.0
0,0,10,-20,4.616809970633375,0.8,SSP2,2032.0
0,0,-20,-20,4.556991529054273,0.2,SSP2,2023.0
0,0,-40,70,4.901117190955802,0.8,SSP2,2085.0
0,0,60,-100,4.530633616370878,0.2,SSP2,2026.0
0,90,60,0,3.5742160251743287,0.8,SSP2,2057.0
0,80,70,0,3.4047431186645856,0.2,SSP2,2017.0
0,0,-40,60,4.969392628916745,0.8,SSP2,2085.0
0,0,-20,-30,4.783284241261757,0.2,SSP2,2030.0
0,-100,-90,0,4.131317331288343,0.8,SSP2,2081.0
0,0,40,20,3.370588341193806,0.8,SSP2,2055.0
0,0,80,-60,3.9530391033498913,0.2,SSP2,2018.0
0,-30,0,50,4.00246113281854,0.8,SSP2,2077.0
0,0,-50,-80,6.652093927648304,0.8,SSP2,2058.0
0,-50,0,-10,4.013911962154843,0.2,SSP2,2038.0
0,0,-50,-90,6.7807905333663765,0.8,SSP2,2060.0
0,-50,-50,0,5.5403425176035865,0.8,SSP2,2081.0
0,-80,0,-50,5.328306606814787,0.8,SSP2,2070.0
0,80,0,-70,5.837755313224058,0.8,SSP2,2054.0
0,-40,0,10,4.410303270010901,0.8,SSP2,2070.0
0,50,0,-30,4.661440814494231,0.2,SSP2,2027.0
0,80,0,60,3.994077075100937,0.8,SSP2,2072.0
0,60,90,0,3.3295870128626355,0.2,SSP2,2012.0
0,-80,-20,0,3.607871001586513,0.2,SSP2,2057.0
0,-90,0,90,3.3295870128626355,0.2,SSP2,2012.0
0,0,90,10,3.3295870128626355,0.2,SSP2,2012.0
0,-40,0,-100,6.160135514437598,0.8,SSP2,2065.0
0,70,80,0,3.368171419766333,0.8,SSP2,2017.0
0,-70,-100,0,6.046606227391815,0.8,SSP2,2083.0
0,0,50,-50,4.802136126386905,0.8,SSP2,2059.0
0,0,-60,40,4.040619493227823,0.2,SSP2,2027.0
0,50,0,20,3.662081044504178,0.2,SSP2,2031.0
0,0,-60,50,3.94797439310975,0.2,SSP2,2028.0
0,-20,0,-10,4.606407753111487,0.8,SSP2,2071.0
0,40,10,0,3.8500656252239134,0.2,SSP2,2024.0
0,20,0,-30,5.032343962416116,0.8,SSP2,2036.0
0,0,30,-60,5.247468247234771,0.8,SSP2,2054.0
0,100,-40,0,4.380139865155878,0.2,SSP2,2021.0
0,0,70,0,3.362958220650756,0.2,SSP2,2021.0
0,0,60,60,3.3295870128626355,0.8,SSP2,2012.0
0,30,60,0,3.433712175499631,0.2,SSP2,2020.0
0,-80,-90,0,5.8914189597688615,0.8,SSP2,2100.0
0,20,70,0,3.4334821083832883,0.8,SSP2,2020.0
0,-90,0,50,3.3295870128626355,0.2,SSP2,2012.0
0,-10,0,0,3.8829265910959716,0.2,SSP2,2028.0
0,0,-100,-80,5.752239020135969,0.2,SSP2,2023.0
0,0,20,10,3.9521603089443857,0.8,SSP2,2057.0
0,70,30,0,3.6880059067534527,0.2,SSP2,2026.0
0,-100,0,-50,4.131317331288343,0.8,SSP2,2081.0
0,60,20,0,4.07298634970548,0.8,SSP2,2070.0
0,-100,0,20,3.3295870128626355,0.2,SSP2,2012.0
0,-60,0,40,3.3295870128626355,0.2,SSP2,2012.0
0,0,50,80,3.3295870128626355,0.2,SSP2,2012.0
0,60,0,0,4.5856569677272905,0.8,SSP2,2062.0
0,10,50,0,3.6673203151941514,0.8,SSP2,2054.0
0,20,0,60,3.3295870128626355,0.2,SSP2,2012.0
0,-70,0,-30,5.084667363907414,0.8,SSP2,2058.0
0,-90,-70,0,3.5436523142895493,0.2,SSP2,2067.0
0,70,0,-10,4.674050865733428,0.8,SSP2,2058.0
0,70,0,0,4.574641016714736,0.8,SSP2,2063.0
0,0,-90,-30,6.1910816936157955,0.8,SSP2,2084.0
0,0,70,-10,3.632386979642389,0.8,SSP2,2047.0
0,-20,-50,0,4.359888777534668,0.2,SSP2,2030.0
0,70,-50,0,4.445227728247991,0.2,SSP2,2021.0
0,-30,0,90,3.603188655015997,0.8,SSP2,2072.0
0,0,-90,-20,6.0542949168864695,0.8,SSP2,2080.0
0,-40,0,-20,4.278867596833614,0.2,SSP2,2034.0
0,10,0,-20,4.462497240422676,0.2,SSP2,2025.0
0,30,0,80,3.82673266361478,0.8,SSP2,2072.0
0,-20,0,70,3.3295870128626355,0.2,SSP2,2012.0
0,-30,100,0,3.3295870128626355,0.8,SSP2,2012.0
0,0,-20,100,3.3295870128626355,0.2,SSP2,2012.0
0,0,70,70,3.3295870128626355,0.8,SSP2,2012.0
0,60,0,50,3.363773361386756,0.2,SSP2,2034.0
0,80,-30,0,4.287175186944617,0.2,SSP2,2023.0
0,0,50,100,3.3295870128626355,0.2,SSP2,2012.0
0,0,-10,20,3.746443914789424,0.2,SSP2,2037.0
0,0,20,-70,5.551364025160925,0.8,SSP2,2051.0
0,0,-10,30,3.639332569136109,0.2,SSP2,2038.0
0,80,-100,0,5.986065451377085,0.8,SSP2,2080.0
0,30,-10,0,4.033114653155322,0.2,SSP2,2029.0
0,0,-80,10,4.4517500234364995,0.2,SSP2,2023.0
0,-60,-10,0,3.7925375307495375,0.2,SSP2,2040.0
0,0,-70,-70,6.8479865408051195,0.8,SSP2,2057.0
0,-90,20,0,4.055491992708328,0.8,SSP2,2070.0
0,10,0,10,3.73476610456708,0.2,SSP2,2035.0
0,0,-70,-60,6.56047695152609,0.8,SSP2,2045.0
0,-80,30,0,3.3573031053554447,0.2,SSP2,2019.0
0,90,0,40,3.4770263225846096,0.2,SSP2,2030.0
0,0,10,-90,5.040851492443538,0.2,SSP2,2028.0
0,0,-60,80,5.024896230056467,0.8,SSP2,2085.0
0,0,-60,90,4.945952922678948,0.8,SSP2,2085.0
0,0,40,90,3.3295870128626355,0.2,SSP2,2012.0
0,10,0,0,3.9088699870733854,0.2,SSP2,2025.0
0,50,-40,0,5.4298201453893356,0.8,SSP2,2079.0
0,-50,0,30,3.3295870128626355,0.2,SSP2,2012.0
0,90,0,-40,5.283798308793112,0.8,SSP2,2047.0
0,-20,80,0,3.3295870128626355,0.2,SSP2,2012.0
0,-90,0,-60,5.166852025821234,0.8,SSP2,2084.0
0,-30,90,0,3.3533550465354582,0.8,SSP2,2023.0
0,60,100,0,3.3295870128626355,0.8,SSP2,2012.0
0,-10,10,0,4.2652936439592954,0.8,SSP2,2067.0
0,0,-30,10,5.088866630533485,0.8,SSP2,2074.0
0,0,-50,-40,5.226021253972818,0.2,SSP2,2028.0
0,0,-50,-50,5.311696623729084,0.2,SSP2,2027.0
0,90,0,80,3.3295870128626355,0.2,SSP2,2012.0
0,-100,0,100,3.3295870128626355,0.2,SSP2,2012.0
0,-10,-10,0,4.744166772089348,0.8,SSP2,2071.0
0,100,10,0,4.303713367464571,0.8,SSP2,2064.0
0,0,50,30,3.3295870128626355,0.8,SSP2,2012.0
0,0,90,-70,3.967849622836141,0.2,SSP2,2017.0
0,0,100,-10,3.467682134630605,0.2,SSP2,2015.0
0,-80,0,70,3.6262563428469288,0.8,SSP2,2083.0
0,90,0,100,3.3295870128626355,0.2,SSP2,2012.0
0,80,0,-100,5.459804054398072,0.2,SSP2,2021.0
0,-90,-100,0,3.7339383788555818,0.2,SSP2,2060.0
0,80,-80,0,5.86091494456553,0.8,SSP2,2090.0
0,20,-40,0,4.3486870915502855,0.2,SSP2,2026.0
0,-70,-40,0,3.92977889213073,0.2,SSP2,2040.0
0,-70,70,0,3.3295870128626355,0.2,SSP2,2012.0
0,90,0,-80,6.040079376926061,0.8,SSP2,2059.0
0,-60,60,0,3.5858052403671272,0.8,SSP2,2048.0
0,-100,-60,0,3.3295870128626355,0.2,SSP2,2012.0
0,10,100,0,3.3295870128626355,0.2,SSP2,2012.0
0,-40,100,0,3.3295870128626355,0.2,SSP2,2012.0
0,0,-100,60,4.042067450039412,0.2,SSP2,2023.0
0,-30,0,-20,4.709279379273776,0.8,SSP2,2055.0
0,90,-60,0,4.510359625768396,0.2,SSP2,2019.0
0,0,-90,100,5.281355267081417,0.8,SSP2,2083.0
0,0,40,-40,4.734071769281566,0.8,SSP2,2059.0
0,0,0,-10,4.620993402943088,0.8,SSP2,2062.0
0,0,-30,-100,6.823254706283713,0.8,SSP2,2062.0
0,-30,20,0,3.6621777236454,0.2,SSP2,2038.0
0,-20,30,0,3.893656575430681,0.8,SSP2,2043.0
0,100,0,-30,4.948443705118748,0.8,SSP2,2031.0
0,30,0,40,4.138511990419564,0.8,SSP2,2071.0
0,0,-50,0,4.403076877444673,0.2,SSP2,2027.0
0,60,0,-20,4.756549364848334,0.8,SSP2,2062.0
0,-50,40,0,3.7606697428260554,0.8,SSP2,2060.0
0,-70,0,60,3.816611974274769,0.8,SSP2,2085.0
0,-40,50,0,3.387233751060021,0.2,SSP2,2025.0
0,40,-10,0,4.74883498128991,0.8,SSP2,2065.0
0,0,10,40,3.9015576018130584,0.8,SSP2,2068.0
0,-80,80,0,3.5171499956417316,0.8,SSP2,2050.0
0,-90,90,0,3.3295870128626355,0.2,SSP2,2012.0
0,60,0,90,3.3295870128626355,0.2,SSP2,2012.0
0,-30,90,0,3.3295870128626355,0.2,SSP2,2012.0
0,0,-20,100,4.178480631279239,0.8,SSP2,2074.0
0,0,-80,-100,7.352422141286318,0.8,SSP2,2068.0
0,-30,100,0,3.3295870128626355,0.2,SSP2,2012.0
0,60,100,0,3.3295870128626355,0.2,SSP2,2012.0
0,50,-40,0,4.365978579170863,0.2,SSP2,2024.0
0,-50,0,30,4.142542723672118,0.8,SSP2,2080.0
0,90,0,-40,4.861668843673595,0.2,SSP2,2023.0
0,-20,80,0,3.3958735218553477,0.8,SSP2,2023.0
0,-40,0,-20,4.723201572632616,0.8,SSP2,2059.0
0,0,-100,-70,6.962286033940327,0.8,SSP2,2052.0
0,-100,0,-40,3.3295870128626355,0.2,SSP2,2012.0
0,0,40,90,3.3295870128626355,0.8,SSP2,2012.0
0,-60,-10,0,4.658807038261881,0.8,SSP2,2078.0
0,0,-60,90,3.6316727631330057,0.2,SSP2,2031.0
0,-90,0,-100,3.917279892801775,0.2,SSP2,2030.0
0,0,10,-90,5.9402186111169435,0.8,SSP2,2063.0
0,80,-100,0,4.677551169984588,0.2,SSP2,2017.0
0,0,-60,80,3.704435929755879,0.2,SSP2,2030.0
0,90,0,40,4.149084621629842,0.8,SSP2,2069.0
0,-80,30,0,3.9120844267419392,0.8,SSP2,2062.0
0,10,0,10,4.452738901806437,0.8,SSP2,2074.0
0,-90,20,0,3.33714191576258,0.2,SSP2,2015.0
0,0,-80,10,5.773257531227412,0.8,SSP2,2085.0
0,30,-10,0,4.757820460949592,0.8,SSP2,2065.0
0,0,-70,-60,5.524647720934783,0.2,SSP2,2024.0
0,0,20,-70,4.718993025874126,0.2,SSP2,2025.0
0,0,-10,30,4.41686879104896,0.8,SSP2,2071.0
0,0,50,100,3.3295870128626355,0.8,SSP2,2012.0
0,80,-30,0,5.26463627552398,0.8,SSP2,2069.0
0,0,-10,20,4.520271981251011,0.8,SSP2,2072.0
0,0,-70,-70,5.576367251243802,0.2,SSP2,2024.0
0,60,0,50,4.062058150508312,0.8,SSP2,2073.0
0,0,70,70,3.3295870128626355,0.2,SSP2,2012.0
0,-20,0,70,3.8127608798694848,0.8,SSP2,2081.0
0,-90,0,-60,3.7939962148945514,0.2,SSP2,2026.0
0,30,0,80,3.3295870128626355,0.2,SSP2,2012.0
0,10,0,-20,4.728347024819637,0.8,SSP2,2067.0
0,-90,90,0,3.575302372082572,0.8,SSP2,2054.0
0,80,0,-100,6.275628971499486,0.8,SSP2,2064.0
0,60,0,90,3.738831235004588,0.8,SSP2,2073.0
0,-80,80,0,3.3295870128626355,0.2,SSP2,2012.0
0,0,100,-10,3.4764764944957363,0.8,SSP2,2015.0
0,0,10,40,3.3295870128626355,0.2,SSP2,2012.0
0,-40,50,0,3.649264940558152,0.8,SSP2,2050.0
0,-10,-10,0,3.975927307436297,0.2,SSP2,2036.0
0,40,-10,0,4.043005840382048,0.2,SSP2,2028.0
0,0,-50,-50,6.060828540904764,0.8,SSP2,2041.0
0,-50,40,0,3.4166114698105186,0.2,SSP2,2024.0
0,0,-50,-40,5.8892875804452025,0.8,SSP2,2083.0
0,-70,0,60,3.3295870128626355,0.2,SSP2,2012.0
0,60,0,-20,4.535951859879651,0.2,SSP2,2021.0
0,-30,0,-20,4.340099730035404,0.2,SSP2,2031.0
0,0,-50,0,5.6201816432413425,0.8,SSP2,2075.0
0,0,-100,60,5.586224896918193,0.8,SSP2,2089.0
0,30,0,40,3.4263795760151154,0.2,SSP2,2037.0
0,-40,100,0,3.3295870128626355,0.8,SSP2,2012.0
0,-20,30,0,3.593891705822628,0.2,SSP2,2040.0
0,0,40,-40,4.154480765519532,0.2,SSP2,2033.0
0,-30,20,0,4.072859724734273,0.8,SSP2,2071.0
0,0,0,-10,4.153553903373532,0.2,SSP2,2026.0
0,-70,-40,0,5.16398815955672,0.8,SSP2,2082.0
0,-100,0,-80,3.3295870128626355,0.2,SSP2,2012.0
0,90,-60,0,5.720800026596687,0.8,SSP2,2089.0
0,100,0,-30,4.734175478344628,0.2,SSP2,2023.0
0,90,0,-80,5.3094601110108,0.2,SSP2,2024.0
0,-60,60,0,3.3299066521858136,0.2,SSP2,2014.0
0,10,100,0,3.3295870128626355,0.8,SSP2,2012.0
0,20,-40,0,5.458064482212367,0.8,SSP2,2079.0
0,-70,70,0,3.5401059454354287,0.8,SSP2,2049.0
0,0,-90,100,3.7527529571119826,0.2,SSP2,2028.0
0,90,0,100,3.624280156617398,0.8,SSP2,2068.0
0,80,-80,0,4.609903542940129,0.2,SSP2,2018.0
0,0,90,-70,4.3510420996873895,0.8,SSP2,2048.0
0,0,50,30,3.3295870128626355,0.2,SSP2,2012.0
0,-80,0,70,3.3295870128626355,0.2,SSP2,2012.0
0,90,0,80,3.837469347795,0.8,SSP2,2069.0
0,100,10,0,3.8666102757972616,0.2,SSP2,2026.0
0,-10,10,0,3.8026407786093257,0.2,SSP2,2030.0
0,0,-30,10,4.106259307706942,0.2,SSP2,2031.0
0,0,90,10,3.3295870128626355,0.8,SSP2,2012.0
0,0,50,-50,4.145301790025597,0.2,SSP2,2035.0
0,70,80,0,3.353608393321465,0.2,SSP2,2016.0
0,60,90,0,3.3295870128626355,0.8,SSP2,2012.0
0,-90,0,90,3.4496783190769853,0.8,SSP2,2078.0
0,80,0,60,3.3295870128626355,0.2,SSP2,2012.0
0,0,-50,-90,5.578424204530919,0.2,SSP2,2026.0
0,-50,0,-10,4.591606626417602,0.8,SSP2,2070.0
0,50,0,-30,4.990983165872743,0.8,SSP2,2035.0
0,0,-50,-80,5.509864069884154,0.2,SSP2,2026.0
0,0,0,0,3.896898183452455,0.2,SSP2,2026.0
0,-40,0,10,3.6092266049542343,0.2,SSP2,2035.0
0,0,-20,-30,5.2886447248551915,0.8,SSP2,2070.0
0,0,60,-100,5.235577379215103,0.8,SSP2,2060.0
0,0,-20,-20,5.153814564436339,0.8,SSP2,2069.0
0,80,0,-70,5.182004969543434,0.2,SSP2,2023.0
0,0,-100,-20,4.9943511037574915,0.2,SSP2,2021.0
0,0,40,20,3.3295870128626355,0.2,SSP2,2012.0
0,0,-40,60,3.7260000797514343,0.2,SSP2,2032.0
0,0,80,-60,4.425384452413617,0.8,SSP2,2049.0
0,80,70,0,3.4286394128353206,0.8,SSP2,2017.0
0,-30,0,50,3.3295870128626355,0.2,SSP2,2012.0
0,90,60,0,3.4569560826613954,0.2,SSP2,2017.0
0,-80,0,-50,3.9784075509573595,0.2,SSP2,2031.0
0,0,-40,70,3.6355413261692657,0.2,SSP2,2034.0
0,-50,-50,0,4.237651931124315,0.2,SSP2,2041.0
0,70,0,70,3.3295870128626355,0.2,SSP2,2012.0
0,0,10,-20,4.330912019533963,0.2,SSP2,2028.0
0,-80,-20,0,4.664797746789764,0.8,SSP2,2074.0
0,-60,0,80,3.632130431562962,0.8,SSP2,2084.0
0,-80,0,-90,4.2165548035624045,0.2,SSP2,2049.0
0,0,-70,-100,5.798097415903561,0.2,SSP2,2029.0
0,100,-40,0,5.418512487030304,0.8,SSP2,2085.0
0,0,70,-10,3.5793343141770086,0.2,SSP2,2016.0
0,-30,0,90,3.3295870128626355,0.2,SSP2,2012.0
0,70,0,-10,4.187881569218852,0.2,SSP2,2020.0
0,-20,0,-10,4.119909164740159,0.2,SSP2,2029.0
0,20,0,60,3.9736907534849086,0.8,SSP2,2070.0
0,0,0,60,3.3295870128626355,0.2,SSP2,2012.0
0,10,50,0,3.4755540744850486,0.2,SSP2,2025.0
0,0,50,80,3.3295870128626355,0.8,SSP2,2012.0
0,-60,0,40,4.001614683488962,0.8,SSP2,2073.0
0,60,20,0,3.767490058132176,0.2,SSP2,2024.0
0,-80,-90,0,4.143642726756026,0.2,SSP2,2065.0
0,0,20,10,3.4850896793895285,0.2,SSP2,2032.0
0,70,30,0,3.881707481959237,0.8,SSP2,2062.0
0,-10,0,0,4.5543134681858986,0.8,SSP2,2067.0
0,-70,0,-100,6.0126580109360255,0.8,SSP2,2075.0
0,-100,0,20,4.131317331288343,0.8,SSP2,2081.0
0,-40,-100,0,5.9858829235484485,0.8,SSP2,2084.0
0,20,70,0,3.3767753885273146,0.2,SSP2,2019.0
0,-90,0,50,3.7803581840094505,0.8,SSP2,2081.0
0,0,60,60,3.3295870128626355,0.2,SSP2,2012.0
0,30,60,0,3.5398640319803922,0.8,SSP2,2057.0
0,0,-90,-20,4.957834513544031,0.2,SSP2,2022.0
0,-100,-20,0,4.131317331288343,0.8,SSP2,2081.0
0,0,30,-60,4.525755318330335,0.2,SSP2,2028.0
0,-20,-50,0,5.641831761915999,0.8,SSP2,2076.0
0,0,-90,-30,5.196597573447576,0.2,SSP2,2022.0
0,50,0,20,4.360023558444067,0.8,SSP2,2070.0
0,40,10,0,4.2989962280630465,0.8,SSP2,2063.0
0,0,0,20,4.324716271057415,0.8,SSP2,2070.0
0,0,-60,50,5.3458222727182125,0.8,SSP2,2080.0
0,-90,-70,0,5.067073073378717,0.8,SSP2,2088.0
0,20,0,-30,4.607209270480328,0.2,SSP2,2023.0
0,-70,0,-30,4.027794175967541,0.2,SSP2,2038.0
0,0,-60,40,5.458839106734426,0.8,SSP2,2088.0
0,0,100,-100,4.131278661451422,0.2,SSP2,2023.0
0,-40,20,0,3.625980620585201,0.2,SSP2,2041.0
0,40,-60,0,5.705815953640692,0.8,SSP2,2086.0
0,-50,30,0,3.939403109667452,0.8,SSP2,2059.0
0,-10,0,-80,5.028037565857042,0.2,SSP2,2031.0
0,40,0,-80,5.207943257530291,0.2,SSP2,2026.0
0,40,0,40,4.138083132370041,0.8,SSP2,2072.0
0,30,0,-40,5.289244027599121,0.8,SSP2,2054.0
0,0,60,40,3.3295870128626355,0.8,SSP2,2012.0
0,-30,0,-60,5.616804344257576,0.8,SSP2,2056.0
0,40,0,100,3.58558345321823,0.8,SSP2,2071.0
0,-20,40,0,3.776492277896928,0.8,SSP2,2051.0
0,50,-80,0,4.5989190034861815,0.2,SSP2,2019.0
0,0,-40,-100,6.893187389014397,0.8,SSP2,2064.0
0,0,30,-40,4.8858302020538895,0.8,SSP2,2059.0
0,-30,50,0,3.4100535275662565,0.2,SSP2,2026.0
0,0,80,90,3.3295870128626355,0.8,SSP2,2012.0
0,0,-20,0,4.107931635002759,0.2,SSP2,2032.0
0,-80,0,30,4.0460704525426765,0.8,SSP2,2086.0
0,10,0,90,3.3295870128626355,0.2,SSP2,2012.0
0,-10,0,100,3.5478982297390185,0.8,SSP2,2071.0
0,-100,-10,0,3.3295870128626355,0.2,SSP2,2012.0
0,-70,0,20,4.1961896455517635,0.8,SSP2,2072.0
0,-60,10,0,4.233740424141462,0.8,SSP2,2056.0
0,0,70,-30,4.075203530831015,0.8,SSP2,2060.0
0,20,-30,0,4.2546831815266035,0.2,SSP2,2028.0
0,-70,-30,0,3.8604492770320236,0.2,SSP2,2042.0
0,-30,-100,0,4.616926882236412,0.2,SSP2,2025.0
0,20,0,-100,5.32075882101859,0.2,SSP2,2025.0
0,-100,0,-100,4.131317331288343,0.8,SSP2,2081.0
0,10,-100,0,4.6500569139113175,0.2,SSP2,2020.0
0,90,-10,0,4.067925333819346,0.2,SSP2,2027.0
0,0,0,-50,5.475307663129972,0.8,SSP2,2057.0
0,-10,-60,0,5.756543315315177,0.8,SSP2,2083.0
0,0,-20,-50,5.009106075457737,0.2,SSP2,2029.0
0,100,60,0,3.5785527685492893,0.8,SSP2,2055.0
0,0,-20,-40,4.899583754233388,0.2,SSP2,2029.0
0,0,-40,10,5.400695570834238,0.8,SSP2,2073.0
0,-10,60,0,3.5334151776101983,0.8,SSP2,2046.0
0,-90,100,0,3.534768738769454,0.8,SSP2,2053.0
0,100,0,-70,5.833707856660651,0.8,SSP2,2055.0
0,0,90,100,3.3295870128626355,0.8,SSP2,2012.0
0,0,20,30,3.7267018681978885,0.8,SSP2,2062.0
0,60,0,-60,5.660996112882249,0.8,SSP2,2056.0
0,0,-100,10,4.505268560124818,0.2,SSP2,2022.0
0,-60,0,-40,5.294021557796533,0.8,SSP2,2061.0
0,60,0,10,3.79405742226441,0.2,SSP2,2028.0
0,0,30,90,3.3295870128626355,0.2,SSP2,2012.0
0,0,-90,0,5.874602855805661,0.8,SSP2,2085.0
0,-70,-80,0,5.972953599689069,0.8,SSP2,2089.0
0,0,80,-40,3.7969884850146984,0.2,SSP2,2017.0
0,50,-30,0,5.216182215858921,0.8,SSP2,2073.0
0,10,0,0,4.568606449278477,0.8,SSP2,2073.0
0,-80,40,0,3.339931290656686,0.2,SSP2,2015.0
0,-60,0,-80,5.847122963925586,0.8,SSP2,2065.0
0,10,0,-60,4.909965961651388,0.2,SSP2,2029.0
0,-40,0,-60,4.631086867043115,0.2,SSP2,2029.0
0,-90,50,0,3.7897865677210754,0.8,SSP2,2060.0
0,0,-90,-40,6.2632201613198415,0.8,SSP2,2084.0
0,-20,0,30,3.4251347256084164,0.2,SSP2,2048.0
0,-50,80,0,3.3295870128626355,0.2,SSP2,2012.0
0,0,-10,90,3.9626338412837545,0.8,SSP2,2077.0
0,0,-90,-50,6.397229432254068,0.8,SSP2,2076.0
0,0,0,-90,6.133754613600379,0.8,SSP2,2064.0
0,-40,90,0,3.3648177735576636,0.8,SSP2,2026.0
0,0,-10,80,4.0596012962608645,0.8,SSP2,2072.0
0,0,60,-90,4.449058915235918,0.2,SSP2,2026.0
0,30,0,-80,6.045902179444461,0.8,SSP2,2059.0
0,0,90,30,3.3295870128626355,0.2,SSP2,2012.0
0,0,-60,30,4.142777205792251,0.2,SSP2,2026.0
0,0,50,-70,5.087189194657012,0.8,SSP2,2060.0
0,80,-40,0,4.377181674468104,0.2,SSP2,2022.0
0,0,20,100,3.3295870128626355,0.2,SSP2,2012.0
0,40,0,-40,4.775996571539358,0.2,SSP2,2028.0
0,-10,0,-40,4.620236834519196,0.2,SSP2,2026.0
0,40,0,80,3.8359543441251813,0.8,SSP2,2070.0
0,0,-60,20,4.243506868744069,0.2,SSP2,2026.0
0,-50,0,70,3.3295870128626355,0.2,SSP2,2012.0
0,-90,0,-20,4.624187491480106,0.8,SSP2,2075.0
0,30,-60,0,4.487268943866956,0.2,SSP2,2022.0
0,-60,-60,0,4.246801880289942,0.2,SSP2,2045.0
0,10,0,50,3.3295870128626355,0.2,SSP2,2012.0
0,0,-50,100,3.493298029733237,0.2,SSP2,2036.0
0,-70,0,0,3.611728535530973,0.2,SSP2,2052.0
0,-60,0,100,3.3295870128626355,0.2,SSP2,2012.0
0,30,0,100,3.3295870128626355,0.2,SSP2,2012.0
0,20,-80,0,5.815161912491798,0.8,SSP2,2086.0
0,-60,0,0,3.7110008868031774,0.2,SSP2,2044.0
0,20,-100,0,5.938218220408826,0.8,SSP2,2087.0
0,10,0,-100,6.265306811666592,0.8,SSP2,2064.0
0,0,70,-80,4.2220621969478165,0.2,SSP2,2027.0
0,0,-90,-80,5.732252168806928,0.2,SSP2,2024.0
0,10,20,0,4.051200731284167,0.8,SSP2,2056.0
0,0,-70,-10,5.8422019603044415,0.8,SSP2,2083.0
0,0,-90,-90,5.790743910624075,0.2,SSP2,2025.0
0,-90,0,10,3.3295870128626355,0.2,SSP2,2012.0
0,100,0,40,3.485204496366189,0.2,SSP2,2030.0
0,-10,0,40,3.350286810398795,0.2,SSP2,2046.0
0,-20,-20,0,4.075231549283918,0.2,SSP2,2037.0
0,70,-20,0,4.177539913536009,0.2,SSP2,2026.0
0,70,0,0,3.951032921570115,0.2,SSP2,2026.0
0,60,50,0,3.666455954836862,0.8,SSP2,2043.0
0,70,40,0,3.6152158650854114,0.2,SSP2,2031.0
0,60,0,0,3.946169186836496,0.2,SSP2,2027.0
0,0,90,-50,3.8335455548551822,0.2,SSP2,2016.0
0,0,50,10,3.4061842924899643,0.8,SSP2,2056.0
0,-20,0,-50,5.469252644177865,0.8,SSP2,2055.0
0,50,0,60,3.3295870128626355,0.2,SSP2,2012.0
0,20,0,-70,5.832133901334187,0.8,SSP2,2058.0
0,-40,0,90,3.596251322617829,0.8,SSP2,2077.0
0,-40,-70,0,5.852871048888828,0.8,SSP2,2086.0
0,0,20,80,3.3295870128626355,0.2,SSP2,2012.0
0,-50,0,-90,4.775564117492916,0.2,SSP2,2039.0
0,30,10,0,3.842229369266494,0.2,SSP2,2025.0
0,-70,0,-70,5.6241339677735525,0.8,SSP2,2070.0
0,20,0,20,3.62876650337696,0.2,SSP2,2036.0
0,0,10,60,3.7102588836055928,0.8,SSP2,2078.0
