Unnamed: 0,kappa(% change),beta(% change),alpha(% change),peak land(billion hectares),f,scenario,peak year
0,70,-80,0,4.596939938478856,0.2,SSP2,2018.0
0,60,0,100,3.6036126650599267,0.8,SSP2,2070.0
0,0,-40,-30,5.578603117510529,0.8,SSP2,2072.0
0,10,0,70,3.8967024076691437,0.8,SSP2,2074.0
0,0,-20,70,3.471222889699196,0.2,SSP2,2042.0
0,100,-90,0,4.6421260345730735,0.2,SSP2,2017.0
0,-50,-30,0,4.050918767053428,0.2,SSP2,2047.0
0,0,20,20,3.3295870128626355,0.2,SSP2,2012.0
0,0,-20,60,3.5308493828876437,0.2,SSP2,2042.0
0,90,0,20,4.33306807775483,0.8,SSP2,2062.0
0,80,10,0,4.303154146432825,0.8,SSP2,2064.0
0,40,0,-60,5.661722216920332,0.8,SSP2,2056.0
0,-80,-40,0,4.9510810026247665,0.8,SSP2,2091.0
0,-40,0,-40,5.345406481112197,0.8,SSP2,2056.0
0,100,0,-90,5.4243224543830335,0.2,SSP2,2021.0
0,-100,0,-20,3.3295870128626355,0.2,SSP2,2012.0
0,0,70,-20,3.6834273557020585,0.2,SSP2,2014.0
0,90,0,-20,4.5610975149440405,0.2,SSP2,2020.0
0,-50,0,50,3.9179078655526918,0.8,SSP2,2076.0
0,-30,-60,0,5.7890108564417675,0.8,SSP2,2083.0
0,0,10,-10,4.071830459624972,0.2,SSP2,2028.0
0,70,-30,0,5.236480602380394,0.8,SSP2,2072.0
0,-50,-80,0,5.905048641739537,0.8,SSP2,2086.0
0,0,-10,-100,5.3474755457449055,0.2,SSP2,2027.0
0,100,-20,0,4.951762381597459,0.8,SSP2,2070.0
0,10,30,0,3.6407240892419312,0.2,SSP2,2033.0
0,0,60,-80,4.996818115168248,0.8,SSP2,2054.0
0,-80,0,10,3.347898575634608,0.2,SSP2,2024.0
0,-50,0,90,3.5550501797268343,0.8,SSP2,2083.0
0,-100,60,0,3.3295870128626355,0.2,SSP2,2012.0
0,0,30,80,3.3295870128626355,0.8,SSP2,2012.0
0,40,-100,0,5.961333728917568,0.8,SSP2,2089.0
0,70,0,-100,6.280365116905088,0.8,SSP2,2064.0
0,30,0,-60,4.976343180223506,0.2,SSP2,2027.0
0,-60,0,-60,4.4370577327738685,0.2,SSP2,2036.0
0,0,80,-50,4.330138598151672,0.8,SSP2,2053.0
0,70,50,0,3.6651004551684223,0.8,SSP2,2041.0
0,0,40,10,3.3295870128626355,0.2,SSP2,2012.0
0,-40,0,-80,5.905370682130195,0.8,SSP2,2065.0
0,60,40,0,3.609384790707428,0.2,SSP2,2032.0
0,100,0,-50,5.011319292886672,0.2,SSP2,2022.0
0,40,0,60,3.3295870128626355,0.2,SSP2,2012.0
0,10,-60,0,4.4797810050108,0.2,SSP2,2024.0
0,-100,100,0,3.3295870128626355,0.2,SSP2,2012.0
0,-40,-60,0,4.36189114265845,0.2,SSP2,2034.0
0,0,0,-70,4.974890547180606,0.2,SSP2,2030.0
0,60,0,-40,4.816270171032288,0.2,SSP2,2026.0
0,-30,0,-40,4.534081563425977,0.2,SSP2,2029.0
0,20,10,0,3.8352000613573862,0.2,SSP2,2026.0
0,90,100,0,3.3295870128626355,0.2,SSP2,2012.0
0,30,0,20,3.6401705439096177,0.2,SSP2,2034.0
0,10,0,-80,6.024341615431738,0.8,SSP2,2062.0
0,-20,-30,0,5.143485569396289,0.8,SSP2,2074.0
0,-100,-40,0,4.131317331288343,0.8,SSP2,2081.0
0,0,90,20,3.3295870128626355,0.8,SSP2,2012.0
0,0,50,-60,4.28294453767952,0.2,SSP2,2033.0
0,0,-90,60,5.523698631179652,0.8,SSP2,2089.0
0,0,-90,70,5.486475267345158,0.8,SSP2,2089.0
0,-40,0,100,3.3295870128626355,0.2,SSP2,2012.0
0,10,0,100,3.3295870128626355,0.2,SSP2,2012.0
0,0,-80,-90,7.212961828721147,0.8,SSP2,2066.0
0,50,60,0,3.446506793358244,0.2,SSP2,2019.0
0,0,-60,-10,4.616200113001403,0.2,SSP2,2025.0
0,40,70,0,3.424973476957633,0.8,SSP2,2019.0
0,0,-80,-80,7.095482466481762,0.8,SSP2,2063.0
0,-90,-10,0,4.40653274279155,0.8,SSP2,2081.0
0,-20,-20,0,4.922070022149444,0.8,SSP2,2075.0
0,0,40,-60,4.422682696870688,0.2,SSP2,2030.0
0,0,80,20,3.3295870128626355,0.8,SSP2,2012.0
0,-100,-50,0,4.131317331288343,0.8,SSP2,2081.0
0,0,-80,60,5.470344543611004,0.8,SSP2,2088.0
0,0,-80,70,5.436460842580576,0.8,SSP2,2091.0
0,0,-90,-90,7.363940845423929,0.8,SSP2,2072.0
0,50,70,0,3.3986137221376262,0.2,SSP2,2018.0
0,0,-10,40,4.327645849068507,0.8,SSP2,2071.0
0,0,-70,-10,4.676544371295031,0.2,SSP2,2024.0
0,40,60,0,3.5442539073501664,0.8,SSP2,2053.0
0,0,-90,-80,7.2049072428771295,0.8,SSP2,2069.0
0,0,-10,50,4.258337861300478,0.8,SSP2,2069.0
0,10,-70,0,4.53914999585721,0.2,SSP2,2023.0
0,-40,-70,0,4.431047344491391,0.2,SSP2,2032.0
0,-20,0,-50,4.666886138883788,0.2,SSP2,2026.0
0,70,0,-50,4.964351183307966,0.2,SSP2,2024.0
0,30,10,0,4.2999665167208185,0.8,SSP2,2063.0
0,0,10,60,3.3295870128626355,0.2,SSP2,2012.0
0,20,0,20,4.343548084194646,0.8,SSP2,2074.0
0,0,0,20,3.5972350107649214,0.2,SSP2,2040.0
0,0,0,0,4.555051025911466,0.8,SSP2,2071.0
0,0,20,80,3.3295870128626355,0.8,SSP2,2012.0
0,-100,70,0,3.3295870128626355,0.2,SSP2,2012.0
0,-40,0,90,3.3295870128626355,0.2,SSP2,2012.0
0,50,0,60,3.988727725520616,0.8,SSP2,2072.0
0,0,90,-50,4.170055767482967,0.8,SSP2,2050.0
0,0,0,60,3.966076356835332,0.8,SSP2,2074.0
0,70,40,0,3.7301717796029306,0.8,SSP2,2052.0
0,-70,0,-70,4.350018967716649,0.2,SSP2,2041.0
0,20,0,-70,5.050003915486845,0.2,SSP2,2028.0
0,0,50,10,3.3295870128626355,0.2,SSP2,2012.0
0,60,50,0,3.510558857394312,0.2,SSP2,2021.0
0,-50,0,-90,6.018844825194253,0.8,SSP2,2068.0
0,-10,0,40,4.122114135550114,0.8,SSP2,2073.0
0,70,-20,0,4.952184661095012,0.8,SSP2,2070.0
0,-50,-90,0,5.954037402082253,0.8,SSP2,2086.0
0,100,0,40,4.1438434852340045,0.8,SSP2,2067.0
0,100,-30,0,5.3358308453029775,0.8,SSP2,2076.0
0,-100,0,60,4.131317331288343,0.8,SSP2,2081.0
0,10,20,0,3.7304517081631,0.2,SSP2,2029.0
0,-90,0,10,4.162580918894244,0.8,SSP2,2078.0
0,0,70,-80,4.834776915815448,0.8,SSP2,2050.0
0,-80,-50,0,5.159877734527241,0.8,SSP2,2096.0
0,0,-100,-50,5.589333507212441,0.2,SSP2,2022.0
0,-50,0,-50,5.475018659880719,0.8,SSP2,2062.0
0,50,0,-70,5.842680194844897,0.8,SSP2,2056.0
0,0,60,-20,3.716221840621309,0.2,SSP2,2014.0
0,-40,0,50,3.3295870128626355,0.2,SSP2,2012.0
0,-30,-70,0,5.835369995522893,0.8,SSP2,2085.0
0,80,0,-30,4.711985357351006,0.2,SSP2,2025.0
0,80,0,20,3.6869962967475103,0.2,SSP2,2031.0
0,0,-30,70,3.561306688532003,0.2,SSP2,2037.0
0,90,10,0,3.8670271553057862,0.2,SSP2,2021.0
0,100,0,80,3.8403534407227458,0.8,SSP2,2068.0
0,100,-80,0,4.608089394274815,0.2,SSP2,2017.0
0,-50,-20,0,3.9350949723357744,0.2,SSP2,2046.0
0,0,-30,60,3.645401466558949,0.2,SSP2,2036.0
0,-10,0,80,3.7282410893858176,0.8,SSP2,2078.0
0,0,30,20,3.3295870128626355,0.2,SSP2,2012.0
0,70,0,30,3.5623367567556925,0.2,SSP2,2032.0
0,0,-20,-80,5.261854215526862,0.2,SSP2,2027.0
0,0,100,-70,4.219431934764497,0.8,SSP2,2041.0
0,0,-20,-90,5.337962993379677,0.2,SSP2,2028.0
0,10,90,0,3.3397419229257546,0.8,SSP2,2019.0
0,0,100,-60,4.135505947648153,0.8,SSP2,2045.0
0,0,10,-100,6.041748189160288,0.8,SSP2,2062.0
0,0,-50,-20,5.7091773525294185,0.8,SSP2,2076.0
0,0,70,50,3.3295870128626355,0.2,SSP2,2012.0
0,-20,-90,0,4.600217581638146,0.2,SSP2,2025.0
0,70,-90,0,4.634648500535952,0.2,SSP2,2018.0
0,0,-50,-30,5.820071966895528,0.8,SSP2,2073.0
0,70,0,-90,5.373217892096982,0.2,SSP2,2023.0
0,-20,0,-90,5.065194072790216,0.2,SSP2,2032.0
0,0,20,-50,4.5323974155640965,0.2,SSP2,2027.0
0,0,90,80,3.3295870128626355,0.2,SSP2,2012.0
0,-30,0,10,3.636125209924853,0.2,SSP2,2032.0
0,-80,0,-10,3.631072331101343,0.2,SSP2,2049.0
0,60,-70,0,5.7683646575987675,0.8,SSP2,2088.0
0,-30,0,-60,4.694521077412648,0.2,SSP2,2039.0
0,60,0,-60,5.044540296586055,0.2,SSP2,2024.0
0,0,20,30,3.3295870128626355,0.2,SSP2,2012.0
0,0,90,100,3.3295870128626355,0.2,SSP2,2012.0
0,-10,0,-80,5.984237431274606,0.8,SSP2,2064.0
0,0,-40,10,4.2024205201075375,0.2,SSP2,2029.0
0,-10,60,0,3.394127336815297,0.2,SSP2,2023.0
0,100,60,0,3.4640175004210567,0.2,SSP2,2017.0
0,0,0,-50,4.762090000411573,0.2,SSP2,2032.0
0,90,-10,0,4.7235929991117755,0.8,SSP2,2065.0
0,0,70,-30,3.7595870968632936,0.2,SSP2,2015.0
0,20,-30,0,5.197590840125673,0.8,SSP2,2072.0
0,-70,0,20,3.3295870128626355,0.2,SSP2,2012.0
0,-60,10,0,3.6206575844930766,0.2,SSP2,2048.0
0,10,0,90,3.65939638960236,0.8,SSP2,2075.0
0,10,-100,0,5.931920523360084,0.8,SSP2,2086.0
0,-80,0,30,3.3295870128626355,0.2,SSP2,2012.0
0,0,80,90,3.3295870128626355,0.2,SSP2,2012.0
0,0,-20,0,4.949812989240884,0.8,SSP2,2070.0
0,20,0,-100,6.275054946239928,0.8,SSP2,2063.0
0,0,30,-40,4.30730690696595,0.2,SSP2,2030.0
0,-70,-30,0,4.957996593798538,0.8,SSP2,2084.0
0,-30,50,0,3.646589411674309,0.8,SSP2,2051.0
0,40,0,100,3.3295870128626355,0.2,SSP2,2012.0
0,-10,0,100,3.3295870128626355,0.2,SSP2,2012.0
0,-20,40,0,3.494773756757502,0.2,SSP2,2036.0
0,50,-80,0,5.827327405252378,0.8,SSP2,2088.0
0,-60,0,-40,4.283390354436974,0.2,SSP2,2039.0
0,30,0,-40,4.752295424805554,0.2,SSP2,2029.0
0,0,-100,10,5.87445727985629,0.8,SSP2,2086.0
0,0,60,40,3.3295870128626355,0.2,SSP2,2012.0
0,40,0,-80,6.047087773082236,0.8,SSP2,2060.0
0,100,0,-70,5.2123230239271,0.2,SSP2,2022.0
0,40,0,40,3.4355643344065943,0.2,SSP2,2035.0
0,-90,100,0,3.3295870128626355,0.2,SSP2,2012.0
0,-50,30,0,3.482079997036017,0.2,SSP2,2052.0
0,0,-20,-40,5.562094847047954,0.8,SSP2,2042.0
0,-40,20,0,4.055453308957259,0.8,SSP2,2066.0
0,0,-20,-50,5.8731334777451245,0.8,SSP2,2052.0
0,-10,-60,0,4.456878321743373,0.2,SSP2,2027.0
0,40,-60,0,4.494553975970335,0.2,SSP2,2022.0
0,-60,0,0,4.441723146995184,0.8,SSP2,2077.0
0,30,0,100,3.5760998851810943,0.8,SSP2,2071.0
0,-70,0,0,4.4006364299849965,0.8,SSP2,2068.0
0,20,-80,0,4.589438283982795,0.2,SSP2,2021.0
0,-70,-80,0,4.287077400471493,0.2,SSP2,2050.0
0,10,0,50,4.04410436132152,0.8,SSP2,2070.0
0,0,-90,-50,5.558427691293024,0.2,SSP2,2024.0
0,-50,0,70,3.7444147733585247,0.8,SSP2,2071.0
0,0,-90,-40,5.473773410827387,0.2,SSP2,2024.0
0,30,-60,0,5.70903338746575,0.8,SSP2,2086.0
0,0,20,100,3.3295870128626355,0.8,SSP2,2012.0
0,80,-40,0,5.420413506075229,0.8,SSP2,2084.0
0,40,0,-40,5.2883162943661,0.8,SSP2,2053.0
