,scenario,f,region,year,type,land,xi
364,SSP2,0.2,Americas,2029,projections,864325813.5469159,0.23557058828046754
365,SSP2,0.4,Americas,2029,projections,873344994.5493505,0.23641530142758282
366,SSP2,0.6,Americas,2029,projections,889087422.5876489,0.23779705942668491
367,SSP2,0.8,Americas,2029,projections,923005879.6850983,0.24062558090506145
368,SSP2,0.2,Asia,2029,projections,1474891434.2382786,0.5229362793244329
369,SSP2,0.4,Asia,2029,projections,1481455523.4512982,0.5297331228893406
370,SSP2,0.6,Asia,2029,projections,1490686680.6284063,0.5406994823722592
371,SSP2,0.8,Asia,2029,projections,1508705293.225704,0.5623625322397734
372,SSP2,0.2,Europe,2029,projections,558820661.0809615,0.25864699245373546
373,SSP2,0.4,Europe,2029,projections,557310357.8560199,0.2611545740684998
374,SSP2,0.6,Europe,2029,projections,553843149.4353515,0.26527412883382107
375,SSP2,0.8,Europe,2029,projections,544931095.653919,0.27376724740838754
376,SSP2,0.2,Oceania,2029,projections,78422273.89374882,0.18684181375394937
377,SSP2,0.4,Oceania,2029,projections,78514710.77172932,0.1893300569467462
378,SSP2,0.6,Oceania,2029,projections,78629661.59634112,0.19349684453766977
379,SSP2,0.8,Oceania,2029,projections,79012084.25221735,0.20232749697036823
380,SSP2,0.2,Africa,2030,projections,907461009.4768662,0.34291839021621495
381,SSP2,0.4,Africa,2030,projections,938805792.5570791,0.3440823285733355
382,SSP2,0.6,Africa,2030,projections,987950136.7190344,0.34597355895580734
383,SSP2,0.8,Africa,2030,projections,1073752843.4419947,0.349811444728189
384,SSP2,0.2,Americas,2030,projections,859057200.8776155,0.23529779613872057
385,SSP2,0.4,Americas,2030,projections,868928844.8833807,0.23628189713909656
386,SSP2,0.6,Americas,2030,projections,886180975.0411499,0.23787858732829337
387,SSP2,0.8,Americas,2030,projections,922519882.7581542,0.24111042585814224
388,SSP2,0.2,Asia,2030,projections,1459209562.561298,0.526681062751695
389,SSP2,0.4,Asia,2030,projections,1467897235.6401994,0.5346058479814549
390,SSP2,0.6,Asia,2030,projections,1477234544.4250114,0.5472155235821762
391,SSP2,0.8,Asia,2030,projections,1495393887.492104,0.5715155792015235
392,SSP2,0.2,Europe,2030,projections,566272734.6879419,0.26014263145954675
393,SSP2,0.4,Europe,2030,projections,564216557.9830797,0.26309381350059374
394,SSP2,0.6,Europe,2030,projections,559904776.5123587,0.2679050988696556
395,SSP2,0.8,Europe,2030,projections,549349476.464464,0.27771802770848775
396,SSP2,0.2,Oceania,2030,projections,77198158.39342536,0.19154081242586588
397,SSP2,0.4,Oceania,2030,projections,77293750.7285311,0.1945142922046961
398,SSP2,0.6,Oceania,2030,projections,77419400.59311159,0.19945476174976984
399,SSP2,0.8,Oceania,2030,projections,77846853.88808636,0.20977149772448478
400,SSP2,0.2,Africa,2031,projections,915737357.9636424,0.34170649940094205
401,SSP2,0.4,Africa,2031,projections,950922365.0337679,0.34302431558411434
402,SSP2,0.6,Africa,2031,projections,1004574817.4176341,0.34514270732363467
403,SSP2,0.8,Africa,2031,projections,1096078091.8114483,0.3493816578765715
404,SSP2,0.2,Americas,2031,projections,853741577.733582,0.2350696417541116
405,SSP2,0.4,Americas,2031,projections,864460791.8883936,0.2362076142191977
406,SSP2,0.6,Americas,2031,projections,883114786.976359,0.23803568825595936
407,SSP2,0.8,Americas,2031,projections,921905914.3190553,0.24169002002910045
408,SSP2,0.2,Asia,2031,projections,1445262182.966698,0.5302360722287316
409,SSP2,0.4,Asia,2031,projections,1454491675.102005,0.5393812884811009
410,SSP2,0.6,Asia,2031,projections,1465495653.287257,0.5536880917820418
411,SSP2,0.8,Asia,2031,projections,1484013427.8448749,0.5804847046537315
412,SSP2,0.2,Europe,2031,projections,574394885.0147061,0.2616567304570269
413,SSP2,0.4,Europe,2031,projections,571694113.2624558,0.2651015420492442
414,SSP2,0.6,Europe,2031,projections,566442248.535363,0.27066471762383193
415,SSP2,0.8,Europe,2031,projections,554065518.6006552,0.28187516231449355
416,SSP2,0.2,Oceania,2031,projections,75983251.01360717,0.1962627511491431
417,SSP2,0.4,Oceania,2031,projections,76081488.35526755,0.19977945846143685
418,SSP2,0.6,Oceania,2031,projections,76218604.70749462,0.20556127799190121
419,SSP2,0.8,Oceania,2031,projections,76694318.71292554,0.21741278364098415
420,SSP2,0.2,Africa,2032,projections,923424801.3780627,0.3405341285435125
421,SSP2,0.4,Africa,2032,projections,962973207.7542442,0.34201465740282816
422,SSP2,0.6,Africa,2032,projections,1021841302.4344273,0.344373846988063
423,SSP2,0.8,Africa,2032,projections,1118913632.0962775,0.3490176916100233
424,SSP2,0.2,Americas,2032,projections,848479164.6399176,0.2348876262817748
425,SSP2,0.4,Americas,2032,projections,860045395.7444475,0.23619224469507585
426,SSP2,0.6,Americas,2032,projections,880069219.2786402,0.23827174260610645
427,SSP2,0.8,Americas,2032,projections,921252282.4621569,0.2423684005811287
428,SSP2,0.2,Asia,2032,projections,1432780136.803757,0.5336423616612087
429,SSP2,0.4,Asia,2032,projections,1442308001.522403,0.5440755780530471
430,SSP2,0.6,Asia,2032,projections,1455217229.9889834,0.5601343943562523
431,SSP2,0.8,Asia,2032,projections,1474300267.0824833,0.5892272558742352
432,SSP2,0.2,Europe,2032,projections,583167877.4714241,0.26320459973572957
433,SSP2,0.4,Europe,2032,projections,579731537.7618527,0.26718810955141015
434,SSP2,0.6,Europe,2032,projections,573421709.8880134,0.27357430068342214
435,SSP2,0.8,Europe,2032,projections,559149357.3064016,0.28626027060973447
436,SSP2,0.2,Oceania,2032,projections,74777360.98201285,0.2010340685885082
437,SSP2,0.4,Oceania,2032,projections,74878194.75574867,0.20514640075376814
438,SSP2,0.6,Oceania,2032,projections,75027234.62766138,0.2118434392810277
439,SSP2,0.8,Oceania,2032,projections,75554202.03504527,0.22524890847418222
440,SSP2,0.2,Africa,2033,projections,929914110.6294916,0.3393981124943262
441,SSP2,0.4,Africa,2033,projections,973092622.1386812,0.34104882943310716
442,SSP2,0.6,Africa,2033,projections,1037531859.8131404,0.34366494042299595
443,SSP2,0.8,Africa,2033,projections,1142211030.662891,0.34872043017037074
444,SSP2,0.2,Americas,2033,projections,843268003.6348137,0.2347494601887643
445,SSP2,0.4,Americas,2033,projections,855680517.4595098,0.2362327793103012
446,SSP2,0.6,Americas,2033,projections,877037966.8456897,0.23858697390322842
447,SSP2,0.8,Americas,2033,projections,920525195.3642445,0.24314946164935033
448,SSP2,0.2,Asia,2033,projections,1421641793.8974485,0.536910516004991
449,SSP2,0.4,Asia,2033,projections,1431460023.358562,0.5486814760830957
450,SSP2,0.6,Asia,2033,projections,1446229086.522854,0.566541864720564
451,SSP2,0.8,Asia,2033,projections,1466030106.45679,0.5976936665954391
452,SSP2,0.2,Europe,2033,projections,592600400.9699789,0.26479047809117034
453,SSP2,0.4,Europe,2033,projections,588338535.813028,0.2693554818734863
454,SSP2,0.6,Europe,2033,projections,580831657.358501,0.2766457497538974
455,SSP2,0.8,Europe,2033,projections,564571246.6467917,0.2908943773302588
456,SSP2,0.2,Oceania,2033,projections,73581388.08290236,0.20585699339224423
457,SSP2,0.4,Oceania,2033,projections,73684982.60429113,0.21061312554411837
458,SSP2,0.6,Oceania,2033,projections,73846131.00055611,0.21830163183511167
459,SSP2,0.8,Oceania,2033,projections,74426655.91595624,0.23325272353831863
460,SSP2,0.2,Africa,2034,projections,939023092.3299558,0.3383030401961718
461,SSP2,0.4,Africa,2034,projections,985875012.8625591,0.34013055287263005
462,SSP2,0.6,Africa,2034,projections,1055617002.0170748,0.3430163849085424
463,SSP2,0.8,Africa,2034,projections,1166036502.4720266,0.3484911499850013
464,SSP2,0.2,Americas,2034,projections,838043104.6971117,0.23465884584845897
465,SSP2,0.4,Americas,2034,projections,851308294.8085408,0.2363326242710186
466,SSP2,0.6,Americas,2034,projections,873964333.5683142,0.23898299634252024
467,SSP2,0.8,Americas,2034,projections,919628550.4871641,0.24403700936064845
468,SSP2,0.2,Asia,2034,projections,1411505075.5674546,0.5400982734140882
469,SSP2,0.4,Asia,2034,projections,1421726389.2319005,0.5532395766639493
470,SSP2,0.6,Asia,2034,projections,1438117064.680634,0.5729019769071115
471,SSP2,0.8,Asia,2034,projections,1459013431.5974247,0.6058288869845699
472,SSP2,0.2,Europe,2034,projections,601981994.3773799,0.26643659609054404
473,SSP2,0.4,Europe,2034,projections,597487109.4779962,0.27162481380721115
474,SSP2,0.6,Europe,2034,projections,588624865.1269622,0.2798945529187138
475,SSP2,0.8,Europe,2034,projections,570298675.5218145,0.2957970524954757
476,SSP2,0.2,Oceania,2034,projections,72395391.92539139,0.210751464511531
477,SSP2,0.4,Oceania,2034,projections,72502100.7255731,0.21619594445025586
478,SSP2,0.6,Oceania,2034,projections,72675986.20990068,0.22493542746263642
479,SSP2,0.8,Oceania,2034,projections,73311912.8023255,0.24138480288165273
480,SSP2,0.2,Africa,2035,projections,948456433.340466,0.3372523887984963
481,SSP2,0.4,Africa,2035,projections,999027019.6237861,0.33926467415966466
482,SSP2,0.6,Africa,2035,projections,1074048169.718542,0.34242845980978226
483,SSP2,0.8,Africa,2035,projections,1189555261.9881818,0.3483270713972506
484,SSP2,0.2,Americas,2035,projections,832724233.9522734,0.23461829459696443
485,SSP2,0.4,Americas,2035,projections,846916388.9862846,0.2364961054681135
486,SSP2,0.6,Americas,2035,projections,870843602.7531797,0.2394610741779529
487,SSP2,0.8,Americas,2035,projections,918493556.4524851,0.24503096673052221
488,SSP2,0.2,Asia,2035,projections,1401802775.902049,0.5432507119661935
489,SSP2,0.4,Asia,2035,projections,1412299266.3593123,0.5577920497571757
490,SSP2,0.6,Asia,2035,projections,1429334399.2563932,0.5791962840774435
491,SSP2,0.8,Asia,2035,projections,1453068143.9997084,0.6135539454717027
492,SSP2,0.2,Europe,2035,projections,611834895.8241087,0.2681612451054098
493,SSP2,0.4,Europe,2035,projections,607145522.7582471,0.2740197879663761
494,SSP2,0.6,Europe,2035,projections,596712358.3911732,0.2833342058277682
495,SSP2,0.8,Europe,2035,projections,576316405.7466244,0.3009738580689068
496,SSP2,0.2,Oceania,2035,projections,71219658.70350134,0.21573433459694466
497,SSP2,0.4,Oceania,2035,projections,71329745.94529162,0.22191379766369132
498,SSP2,0.6,Oceania,2035,projections,71517524.22568914,0.2317387202696619
499,SSP2,0.8,Oceania,2035,projections,72210569.69047324,0.2495834818488993
500,SSP2,0.2,Africa,2036,projections,958219047.0472314,0.33624644046020796
501,SSP2,0.4,Africa,2036,projections,1012535842.8963252,0.3384506490751764
502,SSP2,0.6,Africa,2036,projections,1092457506.9425619,0.3418970769404343
503,SSP2,0.8,Africa,2036,projections,1213150149.9946897,0.3482242468662701
504,SSP2,0.2,Americas,2036,projections,827407094.9231793,0.2346283423175267
505,SSP2,0.4,Americas,2036,projections,842515153.3991319,0.23672364924185332
506,SSP2,0.6,Americas,2036,projections,867692281.6251516,0.24001932402036907
507,SSP2,0.8,Americas,2036,projections,917223599.420442,0.24613096081090752
508,SSP2,0.2,Asia,2036,projections,1392933737.79016,0.5463930048459218
509,SSP2,0.4,Asia,2036,projections,1403695113.9572773,0.56234456996341
510,SSP2,0.6,Asia,2036,projections,1421287390.0906126,0.5853782815275468
511,SSP2,0.8,Asia,2036,projections,1447130806.3500674,0.6207955048868367
512,SSP2,0.2,Europe,2036,projections,622243603.2283839,0.2699760596088697
513,SSP2,0.4,Europe,2036,projections,617244580.097573,0.2765513645383211
514,SSP2,0.6,Europe,2036,projections,605197439.9590555,0.2869671445269707
515,SSP2,0.8,Europe,2036,projections,582651149.6719738,0.30642715135644083
516,SSP2,0.2,Oceania,2036,projections,70054908.04593119,0.22081539815416032
517,SSP2,0.4,Oceania,2036,projections,70168785.0929514,0.227770836189044
518,SSP2,0.6,Oceania,2036,projections,70371892.95363678,0.23868902467523387
519,SSP2,0.8,Oceania,2036,projections,71123295.25156696,0.2577783735254739
520,SSP2,0.2,Africa,2037,projections,968544214.3588651,0.3352866807916155
521,SSP2,0.4,Africa,2037,projections,1026664713.2257017,0.337688005373884
522,SSP2,0.6,Africa,2037,projections,1111238056.1644197,0.34142006199699954
523,SSP2,0.8,Africa,2037,projections,1237120591.9902985,0.3481788800782126
524,SSP2,0.2,Americas,2037,projections,822074021.798765,0.23469050981124315
525,SSP2,0.4,Americas,2037,projections,838089325.0836295,0.23701557994059005
526,SSP2,0.6,Americas,2037,projections,864495695.7345933,0.2406573748204192
527,SSP2,0.8,Americas,2037,projections,915805009.9479378,0.24733634705059204
528,SSP2,0.2,Asia,2037,projections,1384634548.3043368,0.549552955363343
529,SSP2,0.4,Asia,2037,projections,1395422559.767654,0.5668956568515154
530,SSP2,0.6,Asia,2037,projections,1413293117.6771464,0.5914081201303966
531,SSP2,0.8,Asia,2037,projections,1441690626.3698947,0.6274906101047891
532,SSP2,0.2,Europe,2037,projections,631977425.4788014,0.27189518170363874
533,SSP2,0.4,Europe,2037,projections,627138734.6890633,0.27922946096011986
534,SSP2,0.6,Europe,2037,projections,614000790.2080868,0.29079939324053095
535,SSP2,0.8,Europe,2037,projections,589298092.4861455,0.31215623296590717
536,SSP2,0.2,Oceania,2037,projections,68903440.54632774,0.22600242426080988
537,SSP2,0.4,Oceania,2037,projections,69021813.2643264,0.23376377372970347
538,SSP2,0.6,Oceania,2037,projections,69241761.67540334,0.24575830921290467
539,SSP2,0.8,Oceania,2037,projections,70052458.42898186,0.2658899211582866
540,SSP2,0.2,Africa,2038,projections,979547549.8246281,0.3343499632008211
541,SSP2,0.4,Africa,2038,projections,1041461962.639148,0.3369635910540032
542,SSP2,0.6,Africa,2038,projections,1130592142.130363,0.3409945123842724
543,SSP2,0.8,Africa,2038,projections,1261418568.5630615,0.3481892176881648
544,SSP2,0.2,Americas,2038,projections,816786193.4813932,0.2347822780182645
545,SSP2,0.4,Americas,2038,projections,833608395.9935006,0.23735976677405482
546,SSP2,0.6,Americas,2038,projections,861241874.4214057,0.24137416354583485
547,SSP2,0.8,Americas,2038,projections,914219896.0238322,0.24864835014907496
548,SSP2,0.2,Asia,2038,projections,1375975294.6812217,0.5525707001362768
549,SSP2,0.4,Asia,2038,projections,1386875026.3692505,0.5713512274791718
550,SSP2,0.6,Asia,2038,projections,1405316051.6491745,0.597239557199259
551,SSP2,0.8,Asia,2038,projections,1436320177.0995917,0.6335996488206169
552,SSP2,0.2,Europe,2038,projections,630580213.3106439,0.2738562709543484
553,SSP2,0.4,Europe,2038,projections,628356440.970972,0.28202361441021684
554,SSP2,0.6,Europe,2038,projections,620464496.3481563,0.2948335249004939
555,SSP2,0.8,Europe,2038,projections,596239389.6171174,0.31816393170871343
556,SSP2,0.2,Oceania,2038,projections,67768722.65857568,0.23122427725818345
557,SSP2,0.4,Oceania,2038,projections,67890942.41468084,0.23984763593418415
558,SSP2,0.6,Oceania,2038,projections,68127953.6877044,0.25291346563567274
559,SSP2,0.8,Oceania,2038,projections,68998366.155036,0.27384716050533436
560,SSP2,0.2,Africa,2039,projections,984839617.5386047,0.3334127169018372
561,SSP2,0.4,Africa,2039,projections,1055185420.8325694,0.3362524529896201
562,SSP2,0.6,Africa,2039,projections,1150617955.3115847,0.34059587109598427
563,SSP2,0.8,Africa,2039,projections,1285993312.0754552,0.348251497682698
564,SSP2,0.2,Americas,2039,projections,811611887.1189357,0.23487927959227953
565,SSP2,0.4,Americas,2039,projections,829191089.3399839,0.2377314104386264
566,SSP2,0.6,Americas,2039,projections,857989459.5128632,0.2421465268057525
567,SSP2,0.8,Americas,2039,projections,912458993.2246618,0.25006613499104685
568,SSP2,0.2,Asia,2039,projections,1368199439.2153728,0.5552810259706171
569,SSP2,0.4,Asia,2039,projections,1379071111.4334824,0.5755383914068928
570,SSP2,0.6,Asia,2039,projections,1398000399.8061173,0.6027041204706811
571,SSP2,0.8,Asia,2039,projections,1431414512.4969387,0.6390896788221785
572,SSP2,0.2,Europe,2039,projections,629323789.0933528,0.27578931380031296
573,SSP2,0.4,Europe,2039,projections,627022897.6044533,0.28486142892209104
574,SSP2,0.6,Europe,2039,projections,618549862.6609075,0.2989997278767224
575,SSP2,0.8,Europe,2039,projections,600840290.5382314,0.32444375012227794
576,SSP2,0.2,Oceania,2039,projections,66653348.37024457,0.23640226580513196
577,SSP2,0.4,Oceania,2039,projections,66778690.679506436,0.24593442525663237
578,SSP2,0.6,Oceania,2039,projections,67032541.22419108,0.2600500196167994
579,SSP2,0.8,Oceania,2039,projections,67960802.67939958,0.28157975042026007
580,SSP2,0.2,Africa,2040,projections,990279297.267838,0.33246928983268226
581,SSP2,0.4,Africa,2040,projections,1066001177.6649027,0.3355462296176401
582,SSP2,0.6,Africa,2040,projections,1169424918.7019873,0.34021489762177265
583,SSP2,0.8,Africa,2040,projections,1310939399.6825967,0.3483432151149741
584,SSP2,0.2,Americas,2040,projections,806565070.5729249,0.23497390843236177
585,SSP2,0.4,Americas,2040,projections,824860336.9228898,0.23812106345349904
586,SSP2,0.6,Americas,2040,projections,854752591.0468792,0.24296544036657952
587,SSP2,0.8,Americas,2040,projections,910573878.4002204,0.2515686674253227
588,SSP2,0.2,Asia,2040,projections,1361435922.199932,0.55765303922461
589,SSP2,0.4,Asia,2040,projections,1372153902.7485166,0.5794054321269808
590,SSP2,0.6,Asia,2040,projections,1391478970.1022341,0.6077418426954188
591,SSP2,0.8,Asia,2040,projections,1427201957.4711986,0.6438794618497778
592,SSP2,0.2,Europe,2040,projections,628390100.7661166,0.27767609269032967
593,SSP2,0.4,Europe,2040,projections,625895953.440358,0.28771787692131123
594,SSP2,0.6,Europe,2040,projections,616333172.334786,0.30327160084358706
595,SSP2,0.8,Europe,2040,projections,598083426.2935408,0.3309216091038082
596,SSP2,0.2,Oceania,2040,projections,65557697.22371126,0.24151303014251213
597,SSP2,0.4,Oceania,2040,projections,65685640.26007503,0.25198738004910104
598,SSP2,0.6,Oceania,2040,projections,65955993.396514505,0.26711169534281476
599,SSP2,0.8,Oceania,2040,projections,66940932.307417616,0.28898465779872323
600,SSP2,0.2,Africa,2041,projections,996391866.4760996,0.33152345826153945
601,SSP2,0.4,Africa,2041,projections,1077426489.8283222,0.3348451221794696
602,SSP2,0.6,Africa,2041,projections,1184974558.452302,0.339841920780668
603,SSP2,0.8,Africa,2041,projections,1336264438.7479835,0.3484573159647062
604,SSP2,0.2,Americas,2041,projections,801269917.354035,0.23506782747406013
605,SSP2,0.4,Americas,2041,projections,820608563.6502162,0.2385275372798917
606,SSP2,0.6,Americas,2041,projections,851550617.0985298,0.24382057462232393
607,SSP2,0.8,Americas,2041,projections,908573874.5394304,0.25314948425154227
608,SSP2,0.2,Asia,2041,projections,1355556466.7003024,0.559725468695316
609,SSP2,0.4,Asia,2041,projections,1366021714.838145,0.5829609340111389
610,SSP2,0.6,Asia,2041,projections,1385724625.8653448,0.6123029143639954
611,SSP2,0.8,Asia,2041,projections,1423606957.6933618,0.6479782712022668
612,SSP2,0.2,Europe,2041,projections,626237212.9222811,0.2795271889204151
613,SSP2,0.4,Europe,2041,projections,624418066.6481572,0.29059341413142326
614,SSP2,0.6,Europe,2041,projections,614339261.8965944,0.30761708576434266
615,SSP2,0.8,Europe,2041,projections,595537301.592267,0.33756753426908875
616,SSP2,0.2,Oceania,2041,projections,64481030.946741216,0.2465649526722286
617,SSP2,0.4,Oceania,2041,projections,64611420.36836692,0.2579978737577607
618,SSP2,0.6,Oceania,2041,projections,64898698.52922915,0.27404336962533477
619,SSP2,0.8,Oceania,2041,projections,65938631.86453446,0.29601885917705767
620,SSP2,0.2,Africa,2042,projections,1003201746.5142488,0.3305774227262836
621,SSP2,0.4,Africa,2042,projections,1089451193.803191,0.33415329463974347
622,SSP2,0.6,Africa,2042,projections,1200966441.633481,0.3394773190498657
623,SSP2,0.8,Africa,2042,projections,1359061680.5929987,0.3485941285286038
624,SSP2,0.2,Americas,2042,projections,795679944.7974594,0.23516044957161583
625,SSP2,0.4,Americas,2042,projections,816421774.9968035,0.2389530786557827
626,SSP2,0.6,Americas,2042,projections,848378088.0305437,0.24471093639443164
627,SSP2,0.8,Americas,2042,projections,906453223.3125703,0.2548089408252844
628,SSP2,0.2,Asia,2042,projections,1350472852.2680247,0.5615187918775258
629,SSP2,0.4,Asia,2042,projections,1360551332.1348007,0.5862347195557828
630,SSP2,0.6,Asia,2042,projections,1380633530.3771913,0.6163975669536401
631,SSP2,0.8,Asia,2042,projections,1420510024.6135325,0.6514320765388799
632,SSP2,0.2,Europe,2042,projections,624208920.1579654,0.2813449480856178
633,SSP2,0.4,Europe,2042,projections,623134215.4990324,0.293498210327486
634,SSP2,0.6,Europe,2042,projections,612561016.698217,0.3120322820027337
635,SSP2,0.8,Europe,2042,projections,593195233.7630588,0.3443701311272906
636,SSP2,0.2,Oceania,2042,projections,63422661.736437514,0.25155983762600803
637,SSP2,0.4,Oceania,2042,projections,63555117.789871044,0.2639692497045946
638,SSP2,0.6,Oceania,2042,projections,63859959.323019795,0.2808232000693124
639,SSP2,0.8,Oceania,2042,projections,64953067.42479216,0.30267198898954034
640,SSP2,0.2,Africa,2043,projections,1010721786.9190239,0.3296361945914092
641,SSP2,0.4,Africa,2043,projections,1102065117.6871037,0.33347514581316223
642,SSP2,0.6,Africa,2043,projections,1217375933.3326776,0.33912444731103847
643,SSP2,0.8,Africa,2043,projections,1378162526.5352135,0.3487413325990411
644,SSP2,0.2,Americas,2043,projections,789638072.1722794,0.23525417766364642
645,SSP2,0.4,Americas,2043,projections,812286306.249977,0.2394003839595802
646,SSP2,0.6,Americas,2043,projections,845221509.9783132,0.24563876138403798
647,SSP2,0.8,Americas,2043,projections,904213037.5688592,0.2565328456080375
648,SSP2,0.2,Asia,2043,projections,1346073119.0458305,0.5630724788762546
649,SSP2,0.4,Asia,2043,projections,1355626253.972032,0.5892560288892161
650,SSP2,0.6,Asia,2043,projections,1376084801.7886183,0.6200535303720334
651,SSP2,0.8,Asia,2043,projections,1417889357.6288412,0.6542589174036527
652,SSP2,0.2,Europe,2043,projections,622375770.8013196,0.28314052237445075
653,SSP2,0.4,Europe,2043,projections,622025481.1724371,0.2964429983397379
654,SSP2,0.6,Europe,2043,projections,610659872.8409466,0.3165223844259088
655,SSP2,0.8,Europe,2043,projections,591097743.932983,0.3512693481286484
656,SSP2,0.2,Oceania,2043,projections,62381611.90538378,0.25650980045039573
657,SSP2,0.4,Oceania,2043,projections,62515831.12104772,0.26990594172134225
658,SSP2,0.6,Oceania,2043,projections,62838852.16733905,0.28744130934437584
659,SSP2,0.8,Oceania,2043,projections,63984307.33842413,0.3089256179689564
660,SSP2,0.2,Africa,2044,projections,1018966073.0506781,0.32870438447729494
661,SSP2,0.4,Africa,2044,projections,1115260017.6979446,0.3328144046954818
662,SSP2,0.6,Africa,2044,projections,1234184492.943184,0.33878540654038936
663,SSP2,0.8,Africa,2044,projections,1397336830.9432242,0.34889809222708407
664,SSP2,0.2,Americas,2044,projections,783651174.5123485,0.23535140580379557
665,SSP2,0.4,Americas,2044,projections,808190177.9449859,0.23987186642661756
666,SSP2,0.6,Americas,2044,projections,842071537.4701693,0.24660526602377952
667,SSP2,0.8,Americas,2044,projections,901886092.8601247,0.25831924880387575
668,SSP2,0.2,Asia,2044,projections,1342261289.5957217,0.5644225405039842
669,SSP2,0.4,Asia,2044,projections,1351148592.337158,0.5920488752856266
670,SSP2,0.6,Asia,2044,projections,1371981237.2324233,0.6232938950461113
671,SSP2,0.8,Asia,2044,projections,1415645419.8148274,0.656520198566313
672,SSP2,0.2,Europe,2044,projections,620720261.4679588,0.28492448690287414
673,SSP2,0.4,Europe,2044,projections,620922248.3813477,0.29943683633403856
674,SSP2,0.6,Europe,2044,projections,608772108.8181728,0.32108815567362764
675,SSP2,0.8,Europe,2044,projections,589243982.5642629,0.3582424441956967
676,SSP2,0.2,Oceania,2044,projections,61357020.453630075,0.2614267734716381
677,SSP2,0.4,Oceania,2044,projections,61492797.13318568,0.27581068933053315
678,SSP2,0.6,Oceania,2044,projections,61834635.93562747,0.2938874700760269
679,SSP2,0.8,Oceania,2044,projections,63031665.49373767,0.3147999417873845
680,SSP2,0.2,Africa,2045,projections,1026057817.0155368,0.3277823847968166
681,SSP2,0.4,Africa,2045,projections,1129044536.0464613,0.3321718261228648
682,SSP2,0.6,Africa,2045,projections,1251371200.4913836,0.3384626571015135
683,SSP2,0.8,Africa,2045,projections,1416561744.369987,0.3490664566984969
684,SSP2,0.2,Americas,2045,projections,777747858.2062423,0.23545026632218463
685,SSP2,0.4,Americas,2045,projections,804131396.3368021,0.24036699147516008
686,SSP2,0.6,Americas,2045,projections,838917623.0441288,0.24761238773264385
687,SSP2,0.8,Americas,2045,projections,899468600.4414352,0.26016964801264797
688,SSP2,0.2,Asia,2045,projections,1335800305.4915817,0.5655735887083393
689,SSP2,0.4,Asia,2045,projections,1347057049.2072983,0.5946185293466194
690,SSP2,0.6,Asia,2045,projections,1368231840.0170848,0.6261447143099259
691,SSP2,0.8,Asia,2045,projections,1413668958.08655,0.6582835470762312
692,SSP2,0.2,Europe,2045,projections,618513999.5135591,0.2866931988600979
693,SSP2,0.4,Europe,2045,projections,618536649.14965,0.30247849573754293
694,SSP2,0.6,Europe,2045,projections,607002629.1380587,0.3257314931009864
695,SSP2,0.8,Europe,2045,projections,587484174.4409885,0.36527566516615745
696,SSP2,0.2,Oceania,2045,projections,60348533.26625147,0.26630839314628
697,SSP2,0.4,Oceania,2045,projections,60485582.6036485,0.28167679363373965
698,SSP2,0.6,Oceania,2045,projections,60846604.914978966,0.3001559935093695
699,SSP2,0.8,Oceania,2045,projections,62094343.206149,0.3203286361539164
700,SSP2,0.2,Africa,2046,projections,1033059359.3552772,0.3268549403726367
701,SSP2,0.4,Africa,2046,projections,1143421136.8580873,0.33154810447986816
702,SSP2,0.6,Africa,2046,projections,1268914637.3318508,0.33815742961940737
703,SSP2,0.8,Africa,2046,projections,1435817361.0869722,0.34924675413719575
704,SSP2,0.2,Americas,2046,projections,771968990.1753175,0.2355321004600244
705,SSP2,0.4,Americas,2046,projections,800105889.9747351,0.24088603925818056
706,SSP2,0.6,Americas,2046,projections,835751365.2530217,0.2486616353431926
707,SSP2,0.8,Americas,2046,projections,896958433.8863571,0.26208439375104375
708,SSP2,0.2,Asia,2046,projections,1326889305.7499075,0.5664216181657368
709,SSP2,0.4,Asia,2046,projections,1343293670.4377205,0.5969743753375532
710,SSP2,0.6,Asia,2046,projections,1364761741.7960653,0.6286301931705285
711,SSP2,0.8,Asia,2046,projections,1411872977.3984144,0.6596099782265131
712,SSP2,0.2,Europe,2046,projections,616074637.0167307,0.2883886623038535
713,SSP2,0.4,Europe,2046,projections,616234733.8567033,0.3055685922239438
714,SSP2,0.6,Europe,2046,projections,605219445.2617371,0.33045175874789506
715,SSP2,0.8,Europe,2046,projections,585654840.489916,0.3723499365232521
716,SSP2,0.2,Oceania,2046,projections,59357333.74814182,0.27109701135738984
717,SSP2,0.4,Oceania,2046,projections,59493674.31997132,0.28749962087797704
718,SSP2,0.6,Oceania,2046,projections,59874095.750240035,0.30624246301597957
719,SSP2,0.8,Oceania,2046,projections,61171632.64658742,0.32554807901279464
720,SSP2,0.2,Africa,2047,projections,1038944678.9253552,0.3259215427460823
721,SSP2,0.4,Africa,2047,projections,1157430988.7364326,0.3309415822638254
722,SSP2,0.6,Africa,2047,projections,1286778947.4979494,0.3378684943749005
723,SSP2,0.8,Africa,2047,projections,1455070441.273799,0.3494369787594133
724,SSP2,0.2,Americas,2047,projections,766312311.9126352,0.2355969715692134
725,SSP2,0.4,Americas,2047,projections,795855512.7540421,0.2414295836749507
726,SSP2,0.6,Americas,2047,projections,832564722.5190307,0.24975455836466512
727,SSP2,0.8,Americas,2047,projections,894354616.9906083,0.2640636194590908
